Branch ID,Name,Section ID,System ID,From,To,True Area (Ft2),Length (Ft),PCI,Sample Number,Distress Description,Quantity,Quantity Units,Severity
ACCESSDRIV,ACCESS DRIVE TO SHOWPLACE WEST,3018,m4544,ACCESS DRIVE TO SHOWPLACE WEST & WYNNEDALE DR,ACCESS DRIVE TO SHOWPLACE WEST DEAD END,11025,393.76,54,3788,BLOCK CRACKING,2040,SqFt,L
ACCESSDRIV,ACCESS DRIVE TO SHOWPLACE WEST,3018,m4544,ACCESS DRIVE TO SHOWPLACE WEST & WYNNEDALE DR,ACCESS DRIVE TO SHOWPLACE WEST DEAD END,11025,393.76,54,3788,WEATHERING,2543,SqFt,M
ACCESSDRIV,ACCESS DRIVE TO SHOWPLACE WEST,3018,m4544,ACCESS DRIVE TO SHOWPLACE WEST & WYNNEDALE DR,ACCESS DRIVE TO SHOWPLACE WEST DEAD END,11025,393.76,54,3788,BLOCK CRACKING,500,SqFt,M
ACCESSDRIV,ACCESS DRIVE TO SHOWPLACE WEST,3018,m4544,ACCESS DRIVE TO SHOWPLACE WEST & WYNNEDALE DR,ACCESS DRIVE TO SHOWPLACE WEST DEAD END,11025,393.76,54,3788,POTHOLE,2,Count,L
ACCESSDRIV,ACCESS DRIVE TO SHOWPLACE WEST,3018,m4544,ACCESS DRIVE TO SHOWPLACE WEST & WYNNEDALE DR,ACCESS DRIVE TO SHOWPLACE WEST DEAD END,11025,393.76,54,3788,PATCH/UTILITY CUT,5,SqFt,L
E10THST,E 10TH ST,1620,s4617,10TH ST & JEFFERSON ST,10TH ST & ACCESS DRIVE TO TULIP TREE,16454,747.92,56,1961,WEATHERING,2156,SqFt,M
E10THST,E 10TH ST,1620,s4617,10TH ST & JEFFERSON ST,10TH ST & ACCESS DRIVE TO TULIP TREE,16454,747.92,56,1961,ALLIGATOR CRACKING,125,SqFt,H
E10THST,E 10TH ST,1620,s4617,10TH ST & JEFFERSON ST,10TH ST & ACCESS DRIVE TO TULIP TREE,16454,747.92,56,1961,LONGITUDINAL/TRANSVERSE CRACKING,90,Ft,L
E10THST,E 10TH ST,1620,s4617,10TH ST & JEFFERSON ST,10TH ST & ACCESS DRIVE TO TULIP TREE,16454,747.92,56,1962,LONGITUDINAL/TRANSVERSE CRACKING,100,Ft,L
E10THST,E 10TH ST,1620,s4617,10TH ST & JEFFERSON ST,10TH ST & ACCESS DRIVE TO TULIP TREE,16454,747.92,56,1962,WEATHERING,2156,SqFt,M
E10THST,E 10TH ST,1620,s4617,10TH ST & JEFFERSON ST,10TH ST & ACCESS DRIVE TO TULIP TREE,16454,747.92,56,1962,ALLIGATOR CRACKING,70,SqFt,L
E10THST,E 10TH ST,1620,s4617,10TH ST & JEFFERSON ST,10TH ST & ACCESS DRIVE TO TULIP TREE,16454,747.92,56,1962,EDGE CRACKING,180,Ft,L
E10THST,E 10TH ST,1621,s4616,10TH ST & UNION ST,10TH ST & JEFFERSON ST,20668,645.88,83,1963,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1621,s4616,10TH ST & UNION ST,10TH ST & JEFFERSON ST,20668,645.88,83,1963,ALLIGATOR CRACKING,80,SqFt,L
E10THST,E 10TH ST,1621,s4616,10TH ST & UNION ST,10TH ST & JEFFERSON ST,20668,645.88,83,1963,LONGITUDINAL/TRANSVERSE CRACKING,120,Ft,L
E10THST,E 10TH ST,1621,s4616,10TH ST & UNION ST,10TH ST & JEFFERSON ST,20668,645.88,83,1964,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1621,s4616,10TH ST & UNION ST,10TH ST & JEFFERSON ST,20668,645.88,83,1964,LONGITUDINAL/TRANSVERSE CRACKING,90,Ft,L
E10THST,E 10TH ST,1632,r4655,10TH ST & JORDAN AVE,10TH ST & CAMPBELL ST,15006,484.08,93,1975,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1632,r4655,10TH ST & JORDAN AVE,10TH ST & CAMPBELL ST,15006,484.08,93,1975,LONGITUDINAL/TRANSVERSE CRACKING,70,Ft,L
E10THST,E 10TH ST,1632,r4655,10TH ST & JORDAN AVE,10TH ST & CAMPBELL ST,15006,484.08,93,1976,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1977,BLOCK CRACKING,1400,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1977,ALLIGATOR CRACKING,155,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1977,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1978,LONGITUDINAL/TRANSVERSE CRACKING,65,Ft,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1978,PATCH/UTILITY CUT,100,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1978,ALLIGATOR CRACKING,125,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1978,WEATHERING,2448,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1979,LONGITUDINAL/TRANSVERSE CRACKING,70,Ft,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1979,ALLIGATOR CRACKING,60,SqFt,M
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1979,LONGITUDINAL/TRANSVERSE CRACKING,100,Ft,M
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1979,PATCH/UTILITY CUT,30,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1979,ALLIGATOR CRACKING,150,SqFt,L
E10THST,E 10TH ST,1633,r4654,10TH ST & FEE LN,10TH ST & JORDAN AVE,29648,956.4,60,1979,WEATHERING,2518,SqFt,L
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1980,ALLIGATOR CRACKING,200,SqFt,L
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1980,LONGITUDINAL/TRANSVERSE CRACKING,75,Ft,M
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1980,LONGITUDINAL/TRANSVERSE CRACKING,50,Ft,L
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1980,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1981,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1981,ALLIGATOR CRACKING,75,SqFt,L
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1981,LONGITUDINAL/TRANSVERSE CRACKING,100,Ft,M
E10THST,E 10TH ST,1634,r4653,10TH ST & WALNUT GROVE AVE,10TH ST & FEE LN,14536,559.06,65,1981,LONGITUDINAL/TRANSVERSE CRACKING,100,Ft,L
E10THST,E 10TH ST,1635,r4652,10TH ST & FORREST AVE,10TH ST & WALNUT GROVE AVE,10218,393,70,1982,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1635,r4652,10TH ST & FORREST AVE,10TH ST & WALNUT GROVE AVE,10218,393,70,1982,ALLIGATOR CRACKING,150,SqFt,L
E10THST,E 10TH ST,1635,r4652,10TH ST & FORREST AVE,10TH ST & WALNUT GROVE AVE,10218,393,70,1982,LONGITUDINAL/TRANSVERSE CRACKING,90,Ft,L
E10THST,E 10TH ST,1636,r4651,10TH ST & WOODLAWN AVE,10TH ST & FORREST AVE,10821,318.27,95,1983,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1637,r4650,10TH ST & PARK AVE,10TH ST & WOODLAWN AVE,9098,324.92,95,1984,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1638,q4673,10TH ST & FESS AVE,10TH ST & PARK AVE,8480,326.14,67,1985,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1638,q4673,10TH ST & FESS AVE,10TH ST & PARK AVE,8480,326.14,67,1985,LONGITUDINAL/TRANSVERSE CRACKING,80,Ft,L
E10THST,E 10TH ST,1638,q4673,10TH ST & FESS AVE,10TH ST & PARK AVE,8480,326.14,67,1985,ALLIGATOR CRACKING,200,SqFt,L
E10THST,E 10TH ST,1643,t4617,10TH ST & ACCESS DRIVE TO TULIP TREE,10TH ST & STATE ROAD 45 46 BYPASS & STATE ROAD 46,32191,731.62,76,1990,ALLIGATOR CRACKING,150,SqFt,L
E10THST,E 10TH ST,1643,t4617,10TH ST & ACCESS DRIVE TO TULIP TREE,10TH ST & STATE ROAD 45 46 BYPASS & STATE ROAD 46,32191,731.62,76,1990,LONGITUDINAL/TRANSVERSE CRACKING,100,Ft,L
E10THST,E 10TH ST,1643,t4617,10TH ST & ACCESS DRIVE TO TULIP TREE,10TH ST & STATE ROAD 45 46 BYPASS & STATE ROAD 46,32191,731.62,76,1990,ALLIGATOR CRACKING,25,SqFt,M
E10THST,E 10TH ST,1643,t4617,10TH ST & ACCESS DRIVE TO TULIP TREE,10TH ST & STATE ROAD 45 46 BYPASS & STATE ROAD 46,32191,731.62,76,1990,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1643,t4617,10TH ST & ACCESS DRIVE TO TULIP TREE,10TH ST & STATE ROAD 45 46 BYPASS & STATE ROAD 46,32191,731.62,76,1991,LONGITUDINAL/TRANSVERSE CRACKING,60,Ft,L
E10THST,E 10TH ST,1643,t4617,10TH ST & ACCESS DRIVE TO TULIP TREE,10TH ST & STATE ROAD 45 46 BYPASS & STATE ROAD 46,32191,731.62,76,1991,ALLIGATOR CRACKING,10,SqFt,L
E10THST,E 10TH ST,1643,t4617,10TH ST & ACCESS DRIVE TO TULIP TREE,10TH ST & STATE ROAD 45 46 BYPASS & STATE ROAD 46,32191,731.62,76,1991,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1644,s4615,10TH ST & SUNRISE DR,10TH ST & UNION ST,22217,854.5,95,1992,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1644,s4615,10TH ST & SUNRISE DR,10TH ST & UNION ST,22217,854.5,95,1993,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1644,s4615,10TH ST & SUNRISE DR,10TH ST & UNION ST,22217,854.5,95,1994,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1645,s4614,10TH ST & CAMPBELL ST,10TH ST & SUNRISE DR,10737,412.95,95,1995,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1648,q4670,10TH ST & DUNN ST,10TH ST & INDIANA AVE,9641,370.81,65,1996,LONGITUDINAL/TRANSVERSE CRACKING,80,Ft,L
E10THST,E 10TH ST,1648,q4670,10TH ST & DUNN ST,10TH ST & INDIANA AVE,9641,370.81,65,1996,LONGITUDINAL/TRANSVERSE CRACKING,75,Ft,M
E10THST,E 10TH ST,1648,q4670,10TH ST & DUNN ST,10TH ST & INDIANA AVE,9641,370.81,65,1996,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1648,q4670,10TH ST & DUNN ST,10TH ST & INDIANA AVE,9641,370.81,65,1996,ALLIGATOR CRACKING,150,SqFt,L
E10THST,E 10TH ST,1649,q4664,10TH ST & WALNUT ST,10TH ST & WASHINGTON ST,9099,349.95,76,1997,LONGITUDINAL/TRANSVERSE CRACKING,70,Ft,L
E10THST,E 10TH ST,1649,q4664,10TH ST & WALNUT ST,10TH ST & WASHINGTON ST,9099,349.95,76,1997,ALLIGATOR CRACKING,60,SqFt,L
E10THST,E 10TH ST,1649,q4664,10TH ST & WALNUT ST,10TH ST & WASHINGTON ST,9099,349.95,76,1997,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1649,q4664,10TH ST & WALNUT ST,10TH ST & WASHINGTON ST,9099,349.95,76,1997,BLOCK CRACKING,300,SqFt,L
E10THST,E 10TH ST,1651,q4672,10TH ST & INDIANA AVE,10TH ST & FESS AVE,8614,331.29,62,1999,BLOCK CRACKING,1000,SqFt,L
E10THST,E 10TH ST,1651,q4672,10TH ST & INDIANA AVE,10TH ST & FESS AVE,8614,331.29,62,1999,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1651,q4672,10TH ST & INDIANA AVE,10TH ST & FESS AVE,8614,331.29,62,1999,ALLIGATOR CRACKING,200,SqFt,L
E10THST,E 10TH ST,1651,q4672,10TH ST & INDIANA AVE,10TH ST & FESS AVE,8614,331.29,62,1999,LONGITUDINAL/TRANSVERSE CRACKING,90,Ft,L
E10THST,E 10TH ST,1652,q4669,10TH ST & PROW AVE,10TH ST & DUNN ST,5659,188.63,76,2000,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1652,q4669,10TH ST & PROW AVE,10TH ST & DUNN ST,5659,188.63,76,2000,ALLIGATOR CRACKING,75,SqFt,L
E10THST,E 10TH ST,1652,q4669,10TH ST & PROW AVE,10TH ST & DUNN ST,5659,188.63,76,2000,LONGITUDINAL/TRANSVERSE CRACKING,120,Ft,L
E10THST,E 10TH ST,1653,q4668,10TH ST & GRANT ST,10TH ST & PROW AVE,7010,233.68,91,2001,LONGITUDINAL/TRANSVERSE CRACKING,75,Ft,L
E10THST,E 10TH ST,1653,q4668,10TH ST & GRANT ST,10TH ST & PROW AVE,7010,233.68,91,2001,WEATHERING,2548,SqFt,L
E10THST,E 10TH ST,1654,q4667,10TH ST & LINCOLN ST,10TH ST & GRANT ST,10006,357.35,59,2002,ALLIGATOR CRACKING,100,SqFt,L
E10THST,E 10TH ST,1654,q4667,10TH ST & LINCOLN ST,10TH ST & GRANT ST,10006,357.35,59,2002,WEATHERING,2548,SqFt,M
E10THST,E 10TH ST,1654,q4667,10TH ST & LINCOLN ST,10TH ST & GRANT ST,10006,357.35,59,2002,BLOCK CRACKING,2448,SqFt,L
E10THST,E 10TH ST,2279,q4666,10TH ST & WASHINGTON ST,10TH ST & LINCOLN ST,10429,372.46,69,2838,WEATHERING,2448,SqFt,M
E10THST,E 10TH ST,2279,q4666,10TH ST & WASHINGTON ST,10TH ST & LINCOLN ST,10429,372.46,69,2838,PATCH/UTILITY CUT,100,SqFt,L
E10THST,E 10TH ST,2279,q4666,10TH ST & WASHINGTON ST,10TH ST & LINCOLN ST,10429,372.46,69,2838,BLOCK CRACKING,2200,SqFt,L
E11THST,E 11TH ST,1742,r477,11TH ST & FORREST AVE,11TH ST & WALNUT GROVE AVE,11906,396.86,54,2112,WEATHERING,2478,SqFt,L
E11THST,E 11TH ST,1742,r477,11TH ST & FORREST AVE,11TH ST & WALNUT GROVE AVE,11906,396.86,54,2112,RAVELING,20,SqFt,H
E11THST,E 11TH ST,1742,r477,11TH ST & FORREST AVE,11TH ST & WALNUT GROVE AVE,11906,396.86,54,2112,ALLIGATOR CRACKING,50,SqFt,M
E11THST,E 11TH ST,1742,r477,11TH ST & FORREST AVE,11TH ST & WALNUT GROVE AVE,11906,396.86,54,2112,ALLIGATOR CRACKING,125,SqFt,L
E11THST,E 11TH ST,1742,r477,11TH ST & FORREST AVE,11TH ST & WALNUT GROVE AVE,11906,396.86,54,2112,PATCH/UTILITY CUT,50,SqFt,L
E11THST,E 11TH ST,1742,r477,11TH ST & FORREST AVE,11TH ST & WALNUT GROVE AVE,11906,396.86,54,2112,LONGITUDINAL/TRANSVERSE CRACKING,60,Ft,L
E11THST,E 11TH ST,1743,r476,11TH ST & WOODLAWN AVE,11TH ST & FORREST AVE,7556,314.84,48,2113,PATCH/UTILITY CUT,250,SqFt,L
E11THST,E 11TH ST,1743,r476,11TH ST & WOODLAWN AVE,11TH ST & FORREST AVE,7556,314.84,48,2113,LONGITUDINAL/TRANSVERSE CRACKING,50,Ft,L
E11THST,E 11TH ST,1743,r476,11TH ST & WOODLAWN AVE,11TH ST & FORREST AVE,7556,314.84,48,2113,ALLIGATOR CRACKING,75,SqFt,M
E11THST,E 11TH ST,1743,r476,11TH ST & WOODLAWN AVE,11TH ST & FORREST AVE,7556,314.84,48,2113,WEATHERING,2102,SqFt,L
E11THST,E 11TH ST,1743,r476,11TH ST & WOODLAWN AVE,11TH ST & FORREST AVE,7556,314.84,48,2113,ALLIGATOR CRACKING,150,SqFt,L
E11THST,E 11TH ST,1744,r475,11TH ST & PARK AVE,11TH ST & WOODLAWN AVE,8530,328.08,54,2114,ALLIGATOR CRACKING,200,SqFt,M
E11THST,E 11TH ST,1744,r475,11TH ST & PARK AVE,11TH ST & WOODLAWN AVE,8530,328.08,54,2114,WEATHERING,2548,SqFt,L
E11THST,E 11TH ST,1745,r474,11TH ST & FESS AVE,11TH ST & PARK AVE,8469,325.72,56,2115,ALLIGATOR CRACKING,170,SqFt,M
E11THST,E 11TH ST,1745,r474,11TH ST & FESS AVE,11TH ST & PARK AVE,8469,325.72,56,2115,WEATHERING,2548,SqFt,L
E11THST,E 11TH ST,1746,q4749,11TH ST & INDIANA AVE,11TH ST & FESS AVE,8446,324.85,78,2116,LONGITUDINAL/TRANSVERSE CRACKING,80,Ft,L
E11THST,E 11TH ST,1746,q4749,11TH ST & INDIANA AVE,11TH ST & FESS AVE,8446,324.85,78,2116,ALLIGATOR CRACKING,60,SqFt,L
E11THST,E 11TH ST,1746,q4749,11TH ST & INDIANA AVE,11TH ST & FESS AVE,8446,324.85,78,2116,WEATHERING,2548,SqFt,L
E11THST,E 11TH ST,1747,q4753,11TH ST & WASHINGTON ST,11TH ST & LINCOLN ST,9575,368.27,50,2117,LONGITUDINAL/TRANSVERSE CRACKING,60,Ft,L
E11THST,E 11TH ST,1747,q4753,11TH ST & WASHINGTON ST,11TH ST & LINCOLN ST,9575,368.27,50,2117,PATCH/UTILITY CUT,100,SqFt,M
E11THST,E 11TH ST,1747,q4753,11TH ST & WASHINGTON ST,11TH ST & LINCOLN ST,9575,368.27,50,2117,ALLIGATOR CRACKING,50,SqFt,M
E11THST,E 11TH ST,1747,q4753,11TH ST & WASHINGTON ST,11TH ST & LINCOLN ST,9575,368.27,50,2117,WEATHERING,2448,SqFt,L
E11THST,E 11TH ST,1747,q4753,11TH ST & WASHINGTON ST,11TH ST & LINCOLN ST,9575,368.27,50,2117,POTHOLE,2,Count,L
E11THST,E 11TH ST,1747,q4753,11TH ST & WASHINGTON ST,11TH ST & LINCOLN ST,9575,368.27,50,2117,ALLIGATOR CRACKING,60,SqFt,L
E11THST,E 11TH ST,1748,q4752,11TH ST & LINCOLN ST,11TH ST & GRANT ST,9386,360.99,56,2118,PATCH/UTILITY CUT,90,SqFt,L
E11THST,E 11TH ST,1748,q4752,11TH ST & LINCOLN ST,11TH ST & GRANT ST,9386,360.99,56,2118,LONGITUDINAL/TRANSVERSE CRACKING,70,Ft,M
E11THST,E 11TH ST,1748,q4752,11TH ST & LINCOLN ST,11TH ST & GRANT ST,9386,360.99,56,2118,ALLIGATOR CRACKING,100,SqFt,M
E11THST,E 11TH ST,1748,q4752,11TH ST & LINCOLN ST,11TH ST & GRANT ST,9386,360.99,56,2118,WEATHERING,2458,SqFt,L
E11THST,E 11TH ST,1748,q4752,11TH ST & LINCOLN ST,11TH ST & GRANT ST,9386,360.99,56,2118,POTHOLE,1,Count,L
E11THST,E 11TH ST,1749,q4751,11TH ST & GRANT ST,11TH ST & DUNN ST,10635,409.03,34,2119,WEATHERING,2348,SqFt,L
E11THST,E 11TH ST,1749,q4751,11TH ST & GRANT ST,11TH ST & DUNN ST,10635,409.03,34,2119,ALLIGATOR CRACKING,200,SqFt,M
E11THST,E 11TH ST,1749,q4751,11TH ST & GRANT ST,11TH ST & DUNN ST,10635,409.03,34,2119,ALLIGATOR CRACKING,200,SqFt,L
E11THST,E 11TH ST,1749,q4751,11TH ST & GRANT ST,11TH ST & DUNN ST,10635,409.03,34,2119,LONGITUDINAL/TRANSVERSE CRACKING,75,Ft,L
E11THST,E 11TH ST,1749,q4751,11TH ST & GRANT ST,11TH ST & DUNN ST,10635,409.03,34,2119,PATCH/UTILITY CUT,200,SqFt,M
E11THST,E 11TH ST,1750,q4750,11TH ST & DUNN ST,11TH ST & INDIANA AVE,11267,375.56,55,2120,LONGITUDINAL/TRANSVERSE CRACKING,200,Ft,M
E11THST,E 11TH ST,1750,q4750,11TH ST & DUNN ST,11TH ST & INDIANA AVE,11267,375.56,55,2120,ALLIGATOR CRACKING,70,SqFt,M
E11THST,E 11TH ST,1750,q4750,11TH ST & DUNN ST,11TH ST & INDIANA AVE,11267,375.56,55,2120,WEATHERING,2548,SqFt,L
E12THST,E 12TH ST,1764,r473,12TH ST DEAD END,12TH ST & FORREST AVE,5560,278,33,2133,ALLIGATOR CRACKING,100,SqFt,M
E12THST,E 12TH ST,1764,r473,12TH ST DEAD END,12TH ST & FORREST AVE,5560,278,33,2133,WEATHERING,1960,SqFt,L
E12THST,E 12TH ST,1764,r473,12TH ST DEAD END,12TH ST & FORREST AVE,5560,278,33,2133,LONGITUDINAL/TRANSVERSE CRACKING,80,Ft,L
E12THST,E 12TH ST,1764,r473,12TH ST DEAD END,12TH ST & FORREST AVE,5560,278,33,2133,ALLIGATOR CRACKING,75,SqFt,L
E12THST,E 12TH ST,1764,r473,12TH ST DEAD END,12TH ST & FORREST AVE,5560,278,33,2133,ALLIGATOR CRACKING,40,SqFt,H
E12THST,E 12TH ST,1764,r473,12TH ST DEAD END,12TH ST & FORREST AVE,5560,278,33,2133,EDGE CRACKING,90,Ft,L
E12THST,E 12TH ST,1771,r472,12TH ST & PARK AVE,12TH ST & WOODLAWN AVE,8388,322.6,56,2142,WEATHERING,2548,SqFt,L
E12THST,E 12TH ST,1771,r472,12TH ST & PARK AVE,12TH ST & WOODLAWN AVE,8388,322.6,56,2142,LONGITUDINAL/TRANSVERSE CRACKING,90,Ft,M
E12THST,E 12TH ST,1771,r472,12TH ST & PARK AVE,12TH ST & WOODLAWN AVE,8388,322.6,56,2142,ALLIGATOR CRACKING,140,SqFt,M
E12THST,E 12TH ST,1772,r471,12TH ST & FESS AVE,12TH ST & PARK AVE,8474,325.92,36,2143,ALLIGATOR CRACKING,50,SqFt,M
E12THST,E 12TH ST,1772,r471,12TH ST & FESS AVE,12TH ST & PARK AVE,8474,325.92,36,2143,WEATHERING,2548,SqFt,L
E12THST,E 12TH ST,1772,r471,12TH ST & FESS AVE,12TH ST & PARK AVE,8474,325.92,36,2143,BLOCK CRACKING,1000,SqFt,M
E12THST,E 12TH ST,1772,r471,12TH ST & FESS AVE,12TH ST & PARK AVE,8474,325.92,36,2143,BLOCK CRACKING,1000,SqFt,L
E12THST,E 12TH ST,1772,r471,12TH ST & FESS AVE,12TH ST & PARK AVE,8474,325.92,36,2143,ALLIGATOR CRACKING,300,SqFt,L
E12THST,E 12TH ST,1776,q4761,12TH ST & INDIANA AVE,12TH ST & FESS AVE,10434,326.06,64,2147,ALLIGATOR CRACKING,90,SqFt,L
E12THST,E 12TH ST,1776,q4761,12TH ST & INDIANA AVE,12TH ST & FESS AVE,10434,326.06,64,2147,WEATHERING,2548,SqFt,L
E12THST,E 12TH ST,1776,q4761,12TH ST & INDIANA AVE,12TH ST & FESS AVE,10434,326.06,64,2147,BLOCK CRACKING,2200,SqFt,L
E12THST,E 12TH ST,1777,q4760,12TH ST & DUNN ST,12TH ST & INDIANA AVE,9764,375.55,75,2148,WEATHERING,2408,SqFt,L
E12THST,E 12TH ST,1777,q4760,12TH ST & DUNN ST,12TH ST & INDIANA AVE,9764,375.55,75,2148,LONGITUDINAL/TRANSVERSE CRACKING,110,Ft,M
E12THST,E 12TH ST,1777,q4760,12TH ST & DUNN ST,12TH ST & INDIANA AVE,9764,375.55,75,2148,PATCH/UTILITY CUT,140,SqFt,L
E12THST,E 12TH ST,1778,q4759,12TH ST & GRANT ST,12TH ST & DUNN ST,10521,404.66,75,2149,WEATHERING,2248,SqFt,M
E12THST,E 12TH ST,1778,q4759,12TH ST & GRANT ST,12TH ST & DUNN ST,10521,404.66,75,2149,LONGITUDINAL/TRANSVERSE CRACKING,75,Ft,L
E12THST,E 12TH ST,1778,q4759,12TH ST & GRANT ST,12TH ST & DUNN ST,10521,404.66,75,2149,PATCH/UTILITY CUT,300,SqFt,L
E12THST,E 12TH ST,1779,q4758,12TH ST & LINCOLN ST,12TH ST & GRANT ST,9348,359.53,63,2150,PATCH/UTILITY CUT,50,SqFt,L
E12THST,E 12TH ST,1779,q4758,12TH ST & LINCOLN ST,12TH ST & GRANT ST,9348,359.53,63,2150,ALLIGATOR CRACKING,50,SqFt,L
E12THST,E 12TH ST,1779,q4758,12TH ST & LINCOLN ST,12TH ST & GRANT ST,9348,359.53,63,2150,LONGITUDINAL/TRANSVERSE CRACKING,60,Ft,L
E12THST,E 12TH ST,1779,q4758,12TH ST & LINCOLN ST,12TH ST & GRANT ST,9348,359.53,63,2150,BLOCK CRACKING,100,SqFt,M
E12THST,E 12TH ST,1779,q4758,12TH ST & LINCOLN ST,12TH ST & GRANT ST,9348,359.53,63,2150,LONGITUDINAL/TRANSVERSE CRACKING,100,Ft,M
E12THST,E 12TH ST,1779,q4758,12TH ST & LINCOLN ST,12TH ST & GRANT ST,9348,359.53,63,2150,WEATHERING,2498,SqFt,M
E12THST,E 12TH ST,1780,q4757,12TH ST & WASHINGTON ST,12TH ST & LINCOLN ST,9537,366.81,72,2151,LONGITUDINAL/TRANSVERSE CRACKING,80,Ft,L
E12THST,E 12TH ST,1780,q4757,12TH ST & WASHINGTON ST,12TH ST & LINCOLN ST,9537,366.81,72,2151,PATCH/UTILITY CUT,20,SqFt,L
E12THST,E 12TH ST,1780,q4757,12TH ST & WASHINGTON ST,12TH ST & LINCOLN ST,9537,366.81,72,2151,ALLIGATOR CRACKING,75,SqFt,L
E12THST,E 12TH ST,1780,q4757,12TH ST & WASHINGTON ST,12TH ST & LINCOLN ST,9537,366.81,72,2151,WEATHERING,2528,SqFt,M
E12THST,E 12TH ST,1781,q4756,12TH ST & WALNUT ST,12TH ST & WASHINGTON ST,9348,359.53,71,2152,LONGITUDINAL/TRANSVERSE CRACKING,90,Ft,L
E12THST,E 12TH ST,1781,q4756,12TH ST & WALNUT ST,12TH ST & WASHINGTON ST,9348,359.53,71,2152,ALLIGATOR CRACKING,100,SqFt,L
E12THST,E 12TH ST,1781,q4756,12TH ST & WALNUT ST,12TH ST & WASHINGTON ST,9348,359.53,71,2152,WEATHERING,2548,SqFt,M
E13THST,E 13TH ST,1809,r4713,13TH ST & WALNUT GROVE AVE,13TH ST & FEE LN,16877,562.58,48,2189,WEATHERING,2518,SqFt,L
E13THST,E 13TH ST,1809,r4713,13TH ST & WALNUT GROVE AVE,13TH ST & FEE LN,16877,562.58,48,2189,PATCH/UTILITY CUT,30,SqFt,L
E13THST,E 13TH ST,1809,r4713,13TH ST & WALNUT GROVE AVE,13TH ST & FEE LN,16877,562.58,48,2189,ALLIGATOR CRACKING,650,SqFt,M
E13THST,E 13TH ST,1809,r4713,13TH ST & WALNUT GROVE AVE,13TH ST & FEE LN,16877,562.58,48,2190,WEATHERING,2548,SqFt,L
